case,n,k,rate,nu,binary_rows,structural_kernel_dimension,target_rank,instance,source,rank_matrix,kernel_dimension,expected_kernel_dimension,deficiency
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,21,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,22,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,23,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,24,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,25,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,26,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,27,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,28,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,29,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,30,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,31,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,32,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,33,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,34,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,35,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,36,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,37,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,38,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,39,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,40,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,41,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,42,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,43,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,44,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,45,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,46,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,47,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,48,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,49,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,50,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,51,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,52,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,53,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,54,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,55,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,56,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,57,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,58,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,59,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,60,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,61,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,62,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,63,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,64,pep_derived,869,31,31,0
